filename,A3.1,A3.7,A4.1,A4.7,A5.1,A5.2,A5.4,first_level3,second_level3,first_level2,second_level2
132143_forcadinho-np3_frame3300.jpg,0.00088515936,0.00022024818,0.9707799,0.026650602,0.00034036863,0.00052596105,0.00059772795,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3830.jpg,0.40107164,0.009711666,0.5866681,0.0016485513,0.00031873977,0.00025039844,0.00033093253,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame1822.jpg,0.0005910712,0.00014079102,0.98698074,0.011676816,0.00016790722,0.00014107862,0.0003016784,A4.1,A4.7,A4,A4
125355_forcadinho-np3_frame1559.jpg,0.0015546825,0.00022247965,0.9697668,0.028324423,5.168854e-05,3.4251567e-05,4.5607798e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame2648.jpg,0.004298939,0.00049499935,0.994439,0.00046086367,0.0001346689,3.7729922e-05,0.00013382685,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame135.jpg,0.0019185221,0.00031616286,0.9968214,0.00084053964,5.0488557e-05,2.5628386e-05,2.7224432e-05,A4.1,A3.1,A4,A3
125355_forcadinho-np3_frame54.jpg,0.0027661838,0.00029662164,0.9939505,0.0029053178,3.5470686e-05,1.5808246e-05,3.0137533e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame4230.jpg,0.0013196991,0.00025803427,0.9582744,0.04005983,3.075579e-05,2.4830546e-05,3.2484153e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3975.jpg,0.0054241545,0.00057366927,0.9868841,0.0069903582,4.6475627e-05,3.6268582e-05,4.495504e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame511.jpg,0.0004101619,0.00010323906,0.15592603,0.8434554,3.043626e-05,4.6228026e-05,2.8492976e-05,A4.7,A4.1,A4,A4
105317_cam-np3_frame1686.jpg,0.0010217394,0.00022949182,0.41707152,0.5815005,4.851089e-05,8.326249e-05,4.500739e-05,A4.7,A4.1,A4,A4
125355_forcadinho-np3_frame454.jpg,0.00054165896,0.00013405248,0.084213346,0.91479003,3.5402478e-05,0.00023283357,5.272736e-05,A4.7,A4.1,A4,A4
132143_forcadinho-np3_frame121.jpg,0.0068247616,0.0010389403,0.9907788,0.0011806404,8.691913e-05,2.6031707e-05,6.39513e-05,A4.1,A3.1,A4,A3
105317_cam-np3_frame1877.jpg,0.0042584045,0.00030571633,0.99518675,0.0001856831,4.6845576e-05,5.653094e-06,1.0947747e-05,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame1518.jpg,0.008664513,0.00048229232,0.9906261,0.00012921677,7.276808e-05,7.635129e-06,1.7521643e-05,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame3864.jpg,0.0041853017,0.0002657113,0.9952409,0.00023026009,5.7525347e-05,7.0561523e-06,1.3191633e-05,A4.1,A3.1,A4,A3
113610_cam_survey_1_frame626.jpg,0.0095513705,0.00056773785,0.98958325,0.00020579099,6.206429e-05,9.738179e-06,2.0041236e-05,A4.1,A3.1,A4,A3
125355_forcadinho-np3_frame1599.jpg,0.0005098035,7.300658e-05,0.998372,0.0010049167,2.8990977e-05,6.2942477e-06,4.9584664e-06,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame1118.jpg,0.009534685,0.0006170182,0.9893828,0.00032478286,0.000102624355,1.9477233e-05,1.8534576e-05,A4.1,A3.1,A4,A3
113610_cam_survey_1_frame1623.jpg,0.0011435375,7.333391e-05,0.99632025,0.0024023901,4.555165e-05,6.00902e-06,8.931547e-06,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame1089.jpg,0.005517609,0.0012610271,0.9925229,0.0006071453,4.464726e-05,2.3840637e-05,2.2901353e-05,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame2113.jpg,0.00022634208,2.6223697e-05,0.9919626,0.007642923,0.00010731728,1.9361623e-05,1.5215037e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame2020.jpg,0.00075225194,0.00022615722,0.99625754,0.002703421,2.9801367e-05,1.8819646e-05,1.2078462e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3502.jpg,0.0014219299,0.00035310688,0.9939579,0.004187283,3.6402616e-05,2.5520081e-05,1.781266e-05,A4.1,A4.7,A4,A4
105317_cam-np3_frame1347.jpg,0.0012199212,0.0002737166,0.9962871,0.002142278,4.247404e-05,1.8058887e-05,1.6455402e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame1144.jpg,0.0044338633,0.000454456,0.9934557,0.0015281489,6.593851e-05,3.2104097e-05,2.9852737e-05,A4.1,A3.1,A4,A3
113610_cam_survey_1_frame1532.jpg,0.004687511,0.00031824101,0.99416393,0.0006685428,0.00010695431,1.9625071e-05,3.5173856e-05,A4.1,A3.1,A4,A3
105317_cam-np3_frame1768.jpg,0.0015404365,0.00014368995,0.99718493,0.0010286368,6.9097085e-05,1.12816615e-05,2.197251e-05,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame4234.jpg,0.006675621,0.00027425485,0.9920264,0.00083303894,0.00012334633,2.0556661e-05,4.680328e-05,A4.1,A3.1,A4,A3
113610_cam_survey_1_frame2955.jpg,0.0010854286,0.0003065188,0.9978542,0.0006814651,3.739912e-05,1.9496096e-05,1.5417592e-05,A4.1,A3.1,A4,A3
113610_cam_survey_1_frame602.jpg,0.0013367658,0.00020419179,0.9973015,0.0010749763,4.574163e-05,1.8661054e-05,1.8167992e-05,A4.1,A3.1,A4,A3
125355_forcadinho-np3_frame1685.jpg,0.00045516124,0.0001081576,0.9972759,0.0020679885,5.0631035e-05,2.3355457e-05,1.8888051e-05,A4.1,A4.7,A4,A4
125355_forcadinho-np3_frame471.jpg,0.0004221418,0.00011119028,0.9942654,0.0051343795,3.531115e-05,1.5886668e-05,1.567422e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame1593.jpg,0.00017532521,7.422094e-05,0.9915876,0.008127776,1.8999555e-05,8.171162e-06,7.908252e-06,A4.1,A4.7,A4,A4
105317_cam-np3_frame1704.jpg,0.000464027,0.00014476394,0.9966898,0.0026761277,1.4801787e-05,4.470117e-06,5.9026543e-06,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3246.jpg,0.0009278052,0.00018448952,0.9977344,0.0010983759,2.7964023e-05,1.4029649e-05,1.2778418e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame2655.jpg,0.0006933661,0.00019917513,0.99494416,0.0041393135,1.2224296e-05,6.522317e-06,5.214357e-06,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3488.jpg,0.0019399404,0.0002319086,0.995921,0.0018729707,1.6917136e-05,7.86993e-06,9.425238e-06,A4.1,A3.1,A4,A3
125355_forcadinho-np3_frame1683.jpg,0.002061179,0.00019473083,0.9966493,0.0010603474,1.828365e-05,6.7432247e-06,9.289344e-06,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame3855.jpg,0.0012202635,0.00015327867,0.99677974,0.0018228029,1.26661425e-05,4.6890746e-06,6.648706e-06,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame1618.jpg,0.0003048151,7.422832e-05,0.9910953,0.008507909,8.7537055e-06,4.1707685e-06,4.772338e-06,A4.1,A4.7,A4,A4
105317_cam-np3_frame1744.jpg,0.0007081227,0.000102759324,0.96434736,0.03480905,1.5300358e-05,8.741591e-06,8.585048e-06,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame2973.jpg,0.000112274276,3.6758152e-05,0.9881721,0.011663311,7.3840574e-06,4.35257e-06,3.755676e-06,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame621.jpg,0.00045667333,8.950636e-05,0.9820822,0.017338805,1.5080795e-05,8.218614e-06,9.620802e-06,A4.1,A4.7,A4,A4
125355_forcadinho-np3_frame593.jpg,0.00053281576,0.000110746434,0.9683828,0.03092026,2.1091588e-05,1.5017231e-05,1.7299915e-05,A4.1,A4.7,A4,A4
105317_cam-np3_frame1615.jpg,0.00042238404,0.00013148399,0.919187,0.080191106,2.3561597e-05,2.1239592e-05,2.3219305e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame1152.jpg,0.00023930865,9.657111e-05,0.9186697,0.08087852,3.624381e-05,3.82174e-05,4.146308e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame1525.jpg,0.00062782277,0.00038329352,0.8568739,0.13967514,0.00018803202,0.0020504175,0.00020132303,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame1612.jpg,0.00021242726,0.000106725325,0.88765943,0.11191613,3.6282352e-05,2.8236873e-05,4.077977e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame2587.jpg,0.00021569933,0.00013226239,0.41133916,0.5878296,9.45408e-05,0.00023990693,0.0001487767,A4.7,A4.1,A4,A4
113610_cam_survey_1_frame2031.jpg,0.00046275777,0.00020435479,0.7929082,0.20473361,0.00038872255,0.0006921704,0.0006101718,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame619.jpg,0.0009286104,0.0002022911,0.98371774,0.014942806,9.51606e-05,8.062277e-05,3.2716856e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame2716.jpg,0.00017647509,4.644113e-05,0.9978702,0.0018582025,2.9917463e-05,1.3113959e-05,5.619679e-06,A4.1,A4.7,A4,A4
125355_forcadinho-np3_frame467.jpg,0.00025170203,7.801582e-05,0.98627275,0.013281853,5.2436873e-05,4.5765657e-05,1.7435581e-05,A4.1,A4.7,A4,A4
125355_forcadinho-np3_frame1515.jpg,0.0003031619,0.00011145782,0.97248447,0.026874747,8.052695e-05,0.00011521991,3.056409e-05,A4.1,A4.7,A4,A4
105317_cam-np3_frame1698.jpg,0.00053090544,0.00010932042,0.99293727,0.0062880376,5.9442147e-05,5.6255838e-05,1.8735796e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3679.jpg,0.00022211668,2.033348e-05,0.99790215,0.0017525906,8.6614265e-05,7.7813065e-06,8.349786e-06,A4.1,A4.7,A4,A4
105317_cam-np3_frame1915.jpg,0.00015127292,1.7600318e-05,0.9945523,0.005087299,0.00017084886,1.0081895e-05,1.0682515e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3460.jpg,0.00034874145,1.55293e-05,0.9982681,0.0013188472,4.188419e-05,2.866966e-06,3.9825563e-06,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame2767.jpg,0.0032350705,0.0001484192,0.99460727,0.0019745568,2.1303898e-05,3.6504073e-06,9.723109e-06,A4.1,A3.1,A4,A3
125355_forcadinho-np3_frame407.jpg,0.0004911192,5.0261526e-05,0.9944612,0.0049685845,1.971747e-05,2.5386144e-06,6.5847025e-06,A4.1,A4.7,A4,A4
125355_forcadinho-np3_frame206.jpg,0.0032262828,0.00085709046,0.9835344,0.012259862,5.3377127e-05,1.9004123e-05,5.0027003e-05,A4.1,A4.7,A4,A4
105317_cam-np3_frame1706.jpg,0.0030430672,0.00018417774,0.99612904,0.00054665125,7.446103e-05,6.0538787e-06,1.660248e-05,A4.1,A3.1,A4,A3
125355_forcadinho-np3_frame1186.jpg,0.0011825792,8.662976e-05,0.9969933,0.0016844362,4.0946146e-05,3.3899817e-06,8.670229e-06,A4.1,A4.7,A4,A4
105317_cam-np3_frame818.jpg,0.00040972827,4.898362e-05,0.997456,0.0020476587,2.6909138e-05,3.5397698e-06,7.0737933e-06,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3477.jpg,0.0013381063,0.00019468024,0.9964606,0.0019600985,2.548688e-05,5.9123154e-06,1.5075038e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame133.jpg,0.0018106332,0.00024567012,0.99617994,0.001684284,3.9257953e-05,9.99102e-06,3.0218847e-05,A4.1,A3.1,A4,A3
132143_forcadinho-np3_frame979.jpg,0.0010969727,9.159255e-05,0.9949439,0.0037786574,5.60371e-05,9.623422e-06,2.313211e-05,A4.1,A4.7,A4,A4
105317_cam-np3_frame1817.jpg,0.00031266722,3.0473315e-05,0.98630035,0.013275817,5.2985066e-05,1.0393021e-05,1.7437282e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3185.jpg,0.00017385777,3.8372164e-05,0.96948403,0.03025392,2.874995e-05,8.879171e-06,1.2188805e-05,A4.1,A4.7,A4,A4
105317_cam-np3_frame1787.jpg,0.00025349366,0.0001030955,0.9933442,0.0062631,1.7344304e-05,8.199373e-06,1.0566466e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3517.jpg,0.0001267034,4.5331824e-05,0.6921368,0.3074609,9.683496e-05,8.385956e-05,4.962666e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame1440.jpg,0.00036230613,0.00013771329,0.9840246,0.015436623,1.7539849e-05,8.436773e-06,1.26993855e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame972.jpg,0.0012056497,0.0004519574,0.99570614,0.0025853324,2.3220984e-05,1.2267352e-05,1.5408204e-05,A4.1,A4.7,A4,A4
113610_cam_survey_1_frame2936.jpg,0.0010091849,0.0005100346,0.8202856,0.17778604,0.00012691619,9.776935e-05,0.00018448662,A4.1,A4.7,A4,A4
105317_cam-np3_frame1691.jpg,0.00043777027,0.00028615043,0.20520778,0.79311746,0.00022856891,0.00034769336,0.00037461906,A4.7,A4.1,A4,A4
132143_forcadinho-np3_frame3338.jpg,0.00020149446,5.0909402e-05,0.9957897,0.003868227,4.689153e-05,2.6154956e-05,1.668094e-05,A4.1,A4.7,A4,A4
132143_forcadinho-np3_frame3946.jpg,0.015172676,0.0007418637,0.98175037,0.0020600369,0.00015264895,7.212786e-05,5.0357343e-05,A4.1,A3.1,A4,A3
