photo_name,sss_name,level3,distance
104728_cam-np3_frame5.jpg,105317_cam-np3-1-9,A4.1,0.007249018370989018
104728_cam-np3_frame5.jpg,105317_cam-np3-1-10,A4.1,0.006708755780027965
104728_cam-np3_frame5.jpg,105317_cam-np3-2-11,A4.1,0.001583582103353543
104728_cam-np3_frame5.jpg,105317_cam-np3-2-2,A4.1,0.004862245965454664
104728_cam-np3_frame5.jpg,112045_mb_survey-1-0,A4.1,0.009011183883000857
104728_cam-np3_frame9.jpg,105317_cam-np3-1-9,A4.1,0.007925763211188812
104728_cam-np3_frame9.jpg,105317_cam-np3-1-10,A4.1,0.005886479786783611
104728_cam-np3_frame9.jpg,105317_cam-np3-2-11,A4.1,0.0022700814821188468
104728_cam-np3_frame9.jpg,105317_cam-np3-2-2,A4.1,0.0040404498568306305
104728_cam-np3_frame9.jpg,112045_mb_survey-1-0,A4.1,0.00932002758123353
104728_cam-np3_frame50.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame50.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame50.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame50.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame50.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame50.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame51.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame51.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame51.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame51.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame51.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame51.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame52.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame52.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame52.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame52.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame52.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame52.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame52.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame52.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame52.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame52.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame52.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame52.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame53.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame53.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame53.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame53.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame53.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame53.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame53.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame53.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame53.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame53.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame53.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame53.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame54.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame54.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame54.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame54.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame54.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame54.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame54.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame54.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame54.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame54.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame54.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame54.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame55.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame55.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame55.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame55.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame55.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame55.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame56.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame56.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
104728_cam-np3_frame56.jpg,105317_cam-np3-1-10,A4.1,0.007822321456646643
104728_cam-np3_frame56.jpg,105317_cam-np3-2-11,A4.1,0.009893158130907413
104728_cam-np3_frame56.jpg,105317_cam-np3-2-2,A4.1,0.005970038499493336
104728_cam-np3_frame56.jpg,112045_mb_survey-1-0,A4.1,0.008186235840763886
104728_cam-np3_frame56.jpg,104728_cam-np3-2-9,A4.1,0.007301796297930705
104728_cam-np3_frame56.jpg,104728_cam-np3-2-10,A4.1,0.007745401152917773
