filename,timestamp,latitude,longitude,roll,pitch,entropy,date,depth,EunisCode,EunisName,level1,level2,level3,level4,level5,level6,species,AphiaID
113610_cam_survey_1_frame2013.jpg,1525175816.434,41.5333,-8.80762,-1.62,-19.97,21.909578025,01/05/18,9.45,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame2676.jpg,1525176310.936,41.533359999999995,-8.80589,-3.1,-18.89,21.8101893516,01/05/18,8.09,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame962.jpg,1525175266.4160001,41.53322,-8.81097,-1.48,-17.99,21.9076887204,01/05/18,10.21,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
132143_forcadinho-np3_frame1283.jpg,1525182661.9889998,41.53297,-8.80974,0.06,-25.89,21.8979795799,01/05/18,9.54,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame699.jpg,1525175152.816,41.53322,-8.81165,-16.29,-19.78,21.9147353696,01/05/18,12.14,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
132143_forcadinho-np3_frame3952.jpg,1525184183.457,41.53239,-8.812380000000001,-6.39,-16.27,21.906898936199998,01/05/18,14.9,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1346.jpg,1525175409.272,41.533229999999996,-8.81028,-2.29,-21.74,21.912463894499997,01/05/18,7.92,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1966.jpg,1525175785.7510002,41.53331,-8.80769,-0.78,-0.76,21.923620672800002,01/05/18,11.46,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame2657.jpg,1525176308.256,41.533359999999995,-8.80588,-10.63,-19.76,21.9324154547,01/05/18,9.03,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame2867.jpg,1525176412.272,41.53307,-8.806389999999999,-0.18,-24.93,21.859526666,01/05/18,8.25,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame15.jpg,1525174764.064,41.53314,-8.81427,-1.06,-19.67,21.9294948887,01/05/18,8.41,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame884.jpg,1525175239.167,41.53322,-8.81115,-6.88,-20.17,21.925335906399997,01/05/18,10.29,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
125355_forcadinho-np3_frame1295.jpg,1525180135.6620002,41.53099,-8.81081,-1.19,-23.97,21.9153875264,01/05/18,10.52,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,Cliona celata,134121.0
113610_cam_survey_1_frame741.jpg,1525175158.81,41.53321,-8.81162,-0.57,-23.77,21.8877503627,01/05/18,11.69,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1080.jpg,1525175298.25,41.533229999999996,-8.81085,1.38,-22.6,21.919811822399996,01/05/18,8.36,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1184.jpg,1525175352.044,41.53324,-8.81045,-1.33,-22.09,21.8413794656,01/05/18,11.06,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame2711.jpg,1525176315.94,41.53335,-8.80589,0.04,-24.9,21.8925119698,01/05/18,8.32,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,Saccorhiza polyschides,145735.0
113610_cam_survey_1_frame936.jpg,1525175246.579,41.53322,-8.81113,0.85,-26.55,21.875503035999998,01/05/18,9.81,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame561.jpg,1525175024.089,41.53317,-8.8126,-5.57,2.16,21.773732094,01/05/18,9.9,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1039.jpg,1525175292.39,41.53322,-8.810889999999999,-3.26,-19.29,21.9289978218,01/05/18,9.01,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame2684.jpg,1525176312.109,41.53335,-8.80589,-1.44,-23.98,21.852591265100003,01/05/18,7.95,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame2706.jpg,1525176315.218,41.53335,-8.80589,0.04,-24.9,21.8943546691,01/05/18,8.32,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
132143_forcadinho-np3_frame1304.jpg,1525182681.0010002,41.53304,-8.809619999999999,-5.44,-20.49,21.7127508333,01/05/18,10.04,A3.11, Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
132143_forcadinho-np3_frame2904.jpg,1525183628.0470002,41.53367,-8.80927,-18.03,-8.93,21.9044432846,01/05/18,10.82,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,Cliona celata,134121.0
113610_cam_survey_1_frame1421.jpg,1525175466.96,41.53325,-8.809989999999999,-4.3,-23.11,21.8846417413,01/05/18,5.83,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1211.jpg,1525175355.897,41.53325,-8.81045,0.36,-23.63,21.8829455834,01/05/18,10.9,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
125355_forcadinho-np3_frame1813.jpg,1525180379.529,41.53204,-8.81025,-6.41,-16.81,21.922361241999997,01/05/18,11.81,A3.11, Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame2669.jpg,1525176309.9689999,41.533359999999995,-8.80588,-7.32,-19.31,21.7874611744,01/05/18,8.95,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
132143_forcadinho-np3_frame2905.jpg,1525183628.159,41.53367,-8.80927,-18.03,-8.93,21.8947982185,01/05/18,10.82,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,Marthasterias glacialis,123803.0
113610_cam_survey_1_frame1359.jpg,1525175411.1279998,41.533229999999996,-8.81028,-0.73,-19.87,21.8864597456,01/05/18,7.36,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,Cliona celata,134121.0
113610_cam_survey_1_frame2029.jpg,1525175818.718,41.5333,-8.80762,-0.32,-23.69,21.9178022183,01/05/18,9.25,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
125355_forcadinho-np3_frame1269.jpg,1525180131.921,41.53098,-8.81082,-13.13,-24.15,21.8950564835,01/05/18,10.54,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
132143_forcadinho-np3_frame1251.jpg,1525182657.4529998,41.532959999999996,-8.80974,-3.74,-22.61,21.8474862744,01/05/18,9.67,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame598.jpg,1525175070.3279998,41.533190000000005,-8.81224,-0.15,-20.09,21.8177435896,01/05/18,9.64,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame877.jpg,1525175238.159,41.53322,-8.811160000000001,-13.2,-19.28,21.918957571,01/05/18,10.44,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame571.jpg,1525175025.525,41.53317,-8.81258,-6.49,6.1,21.8872796545,01/05/18,10.22,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1021.jpg,1525175274.836,41.53322,-8.81097,0.96,-19.83,21.9058271359,01/05/18,9.56,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1197.jpg,1525175353.931,41.53324,-8.81045,-0.98,-22.76,21.8166882638,01/05/18,11.02,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
125355_forcadinho-np3_frame1230.jpg,1525180100.3820002,41.530840000000005,-8.810889999999999,-0.3,-23.2,21.9148062662,01/05/18,11.05,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
132143_forcadinho-np3_frame1527.jpg,1525182767.7389998,41.53322,-8.80923,0.78,-21.61,21.8728239772,01/05/18,9.11,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame2700.jpg,1525176314.361,41.53335,-8.8059,-1.12,-26.62,21.827913474499997,01/05/18,8.05,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame2874.jpg,1525176413.262,41.53307,-8.806389999999999,0.53,-24.33,21.8418417683,01/05/18,8.27,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame1460.jpg,1525175472.504,41.53324,-8.80997,1.52,-27.88,21.9361801298,01/05/18,5.46,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame2704.jpg,1525176314.9320002,41.53335,-8.8059,-1.12,-26.62,21.873015182800003,01/05/18,8.05,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
132143_forcadinho-np3_frame304.jpg,1525181184.333,41.53082,-8.81085,-23.87,-12.23,21.9187445469,01/05/18,10.95,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame1049.jpg,1525175293.8170002,41.53322,-8.810889999999999,-1.17,-21.84,21.934491043,01/05/18,9.16,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame2859.jpg,1525176411.121,41.53307,-8.806389999999999,-0.85,-24.43,21.7894238208,01/05/18,8.3,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
113610_cam_survey_1_frame1401.jpg,1525175417.1220002,41.533229999999996,-8.81028,0.25,-17.55,21.9170087392,01/05/18,7.34,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,Halichondria panicea,165853.0
132143_forcadinho-np3_frame3955.jpg,1525184183.885,41.53239,-8.812380000000001,-6.39,-16.27,21.8945436019,01/05/18,14.9,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
132143_forcadinho-np3_frame4145.jpg,1525184247.1379998,41.53233,-8.81254,-2.13,-26.07,21.8993077102,01/05/18,10.5,A3.1,Atlantic and Mediterranean high energy infralittoral rock,A,A3,A3.1,,,,,
113610_cam_survey_1_frame2012.jpg,1525175816.3,41.5333,-8.80762,-1.62,-19.97,21.9039198301,01/05/18,9.45,A3.11,Kelp with cushion fauna and/or foliose red seaweeds,A,A3,A3.1,A3.11,,,,
